datetime;day;hour;close_current;open_current;move_down;move_up;percent;percent_10;in_1;in_2;in_3;in_4;in_5;in_6;in_7;in_8;in_9;in_10;in_11;in_12;in_13;in_14;in_15;in_16;in_17;in_18;in_19;in_20;in_21;in_22;in_23;in_24;in_25;in_26;in_27;in_28;in_29;in_30;in_31;in_32;in_33;in_34;in_35;in_36;in_37;in_38;in_39;in_40;in_41;in_42;in_43;in_44;in_45;in_46;in_47;in_48;in_49;in_50;in_51;in_52;in_53;in_54;in_55;in_56;in_57;in_58;in_59;in_60;in_61;in_62;in_63;in_64;in_65;in_66;in_67;in_68;in_69;in_70;in_71;in_72;in_73;in_74;in_75;in_76;in_77;in_78;in_79;in_80;in_81;in_82;in_83;in_84;in_85;in_86;in_87;in_88;in_89;in_90;in_91;in_92;in_93;in_94;in_95;in_96;in_97;in_98;in_99;in_100;in_101;in_102;in_103;in_104;in_105;in_106;in_107;in_108;in_109;in_110;in_111;in_112;in_113;in_114;in_115;in_116;in_117;in_118;in_119;in_120;in_121;in_122;in_123;in_124;in_125;in_126;in_127;in_128;in_129;in_130;in_131;in_132;in_133;in_134;in_135;in_136;in_137;in_138;in_139;in_140;in_141;in_142;in_143;in_144;in_145;in_146;in_147;in_148;in_149;in_150;in_151;in_152;in_153;in_154;in_155;in_156;in_157;in_158;in_159;in_160;in_161;in_162;in_163;in_164;in_165;in_166;in_167;in_168;in_169;in_170
2020.08.22 00:00;6;0;11662.9600;11531.2300;0.0134;0.0134;0.0114;0.0114;-0.01;0.18;0.20;-0.00;-0.01;33.79;0.15;-6.08;0;0;-2.11;0;0;0;0;1;0;-0.00;0.29;0.40;-0.00;-0.00;39.87;0.06;-2.49;0;0;-1.15;0;0;0;0;0;1;0.00;0.37;0.60;-0.01;-0.01;42.37;-0.01;0.30;0;0;-0.88;0;0;0;0;0;0;-0.01;0.00;0.18;-0.00;-0.01;42.07;0.14;-6.57;0;0;-0.96;0;0;0;0;0;0;-0.00;0.05;0.50;-0.00;0.00;48.64;0.03;-1.70;0;0;-0.42;0;0;0;0;0;0;-0.03;0.06;0.12;-0.00;-0.02;53.22;0.11;-6.56;0;0;-0.49;0;0;0;0;0;0;0.01;0.16;0.39;-0.01;0.01;59.78;-0.03;1.46;0;0;0.68;0;0;0;0;0;0;-0.02;0.16;0.42;-0.03;-0.02;58.31;0.07;-4.06;0;0;0.44;0;0;0;0;0;0;-0.03;0.19;0.22;-0.01;0.00;62.37;0.11;-8.03;0;0;1.06;0;0;1;0;0;0;0.03;0.27;0.20;0.04;0.01;70.41;-0.07;4.49;1;0;2.09;0;1;0;0;0;0;
2020.08.23 00:00;0;0;11648.1300;11663.5100;0.0128;0.0047;-0.0013;-0.0013;0.01;0.20;0.17;0.01;0.00;45.86;-0.13;5.28;0;0;-0.37;0;0;0;0;0;0;0.00;0.44;0.45;-0.00;-0.00;40.58;-0.01;0.53;0;0;-1.04;0;0;0;0;0;1;0.00;0.73;0.00;0.00;0.00;40.05;-0.04;1.59;0;0;-1.21;0;0;0;0;0;1;-0.00;0.63;0.18;0.00;0.01;38.46;0.02;-0.81;0;0;-1.48;0;0;0;0;0;1;0.01;0.06;0.35;0.00;0.00;39.27;-0.24;7.62;0;0;-1.45;0;0;0;0;0;1;0.01;0.07;0.50;-0.02;-0.01;55.37;-0.04;2.15;0;0;-0.07;0;0;0;0;0;0;-0.03;0.06;0.12;-0.00;-0.02;53.22;0.11;-6.56;0;0;-0.49;0;0;0;0;0;0;0.01;0.16;0.39;-0.01;0.01;59.78;-0.03;1.46;0;0;0.68;0;0;0;0;0;0;-0.02;0.16;0.42;-0.03;-0.02;58.31;0.07;-4.06;0;0;0.44;0;0;0;0;0;0;-0.03;0.19;0.22;-0.01;0.00;62.37;0.11;-8.03;0;0;1.06;0;0;1;0;0;0;
2020.08.24 00:00;1;0;11748.2000;11648.1200;0.0054;0.0152;0.0086;0.0086;-0.00;0.42;0.12;0.00;0.00;47.30;0.04;-2.20;0;0;-0.24;0;0;0;0;0;0;0.00;0.12;0.45;0.00;0.01;49.50;-0.04;1.95;0;0;0.05;0;0;0;0;0;0;0.01;0.11;0.03;0.00;0.00;47.55;-0.23;8.77;0;0;-0.23;0;0;0;0;0;0;-0.01;0.03;0.12;-0.00;-0.00;38.78;0.11;-4.80;0;0;-1.32;0;0;0;0;0;1;0.00;0.10;0.64;-0.01;-0.00;43.59;-0.03;1.28;0;0;-0.64;0;0;0;0;0;0;-0.00;0.27;0.66;0.00;0.01;55.07;0.01;-0.31;0;0;-0.10;0;0;0;0;0;0;0.01;0.07;0.50;-0.02;-0.01;55.37;-0.04;2.15;0;0;-0.07;0;0;0;0;0;0;-0.03;0.06;0.12;-0.00;-0.02;53.22;0.11;-6.56;0;0;-0.49;0;0;0;0;0;0;0.01;0.16;0.39;-0.01;0.01;59.78;-0.03;1.46;0;0;0.68;0;0;0;0;0;0;-0.02;0.16;0.42;-0.03;-0.02;58.31;0.07;-4.06;0;0;0.44;0;0;0;0;0;0;
2020.08.25 00:00;2;0;11318.4200;11748.1900;0.0537;0.0017;-0.0366;-0.0366;-0.00;0.49;0.51;0.00;0.00;52.90;0.00;-0.01;0;0;1.14;0;0;1;0;0;0;-0.00;0.26;0.56;-0.00;-0.00;52.92;0.02;-1.16;0;0;1.02;0;0;1;0;0;0;-0.00;0.29;0.40;-0.00;-0.00;54.07;0.04;-2.12;0;0;1.03;0;0;1;0;0;0;0.00;0.48;0.00;0.00;0.01;56.19;-0.04;1.98;0;0;1.21;0;0;1;0;0;0;0.01;0.12;0.32;0.01;0.00;54.21;-0.09;4.54;0;0;0.84;0;0;0;0;0;0;0.01;0.32;0.26;0.01;0.01;56.81;-0.03;1.74;0;0;0.18;0;0;0;0;0;0;-0.00;0.27;0.66;0.00;0.01;55.07;0.01;-0.31;0;0;-0.10;0;0;0;0;0;0;0.01;0.07;0.50;-0.02;-0.01;55.37;-0.04;2.15;0;0;-0.07;0;0;0;0;0;0;-0.03;0.06;0.12;-0.00;-0.02;53.22;0.11;-6.56;0;0;-0.49;0;0;0;0;0;0;0.01;0.16;0.39;-0.01;0.01;59.78;-0.03;1.46;0;0;0.68;0;0;0;0;0;0;
2020.08.26 00:00;3;0;11461.4300;11318.4200;0.0066;0.0195;0.0126;0.0126;0.00;0.42;0.44;-0.00;0.01;31.39;-0.07;1.95;0;0;-2.28;0;0;0;0;1;0;-0.01;0.07;0.54;-0.01;-0.02;29.43;0.14;-4.62;0;1;-2.95;0;0;0;0;1;0;-0.02;0.00;0.32;-0.00;-0.02;34.06;0.23;-9.98;0;0;-2.31;0;0;0;0;1;0;0.00;0.30;0.51;-0.00;-0.00;44.04;-0.05;2.28;0;0;-0.30;0;0;0;0;0;0;-0.01;0.20;0.24;-0.01;-0.01;41.76;0.11;-5.28;0;0;-0.67;0;0;0;0;0;0;-0.04;0.03;0.31;-0.00;-0.04;48.17;0.15;-8.64;0;0;-1.75;0;0;0;0;0;1;0.01;0.32;0.26;0.01;0.01;56.81;-0.03;1.74;0;0;0.18;0;0;0;0;0;0;-0.00;0.27;0.66;0.00;0.01;55.07;0.01;-0.31;0;0;-0.10;0;0;0;0;0;0;0.01;0.07;0.50;-0.02;-0.01;55.37;-0.04;2.15;0;0;-0.07;0;0;0;0;0;0;-0.03;0.06;0.12;-0.00;-0.02;53.22;0.11;-6.56;0;0;-0.49;0;0;0;0;0;0;
2020.08.27 00:00;4;0;11330.3800;11461.4200;0.0294;0.0114;-0.0114;-0.0114;0.00;0.61;0.37;-0.00;0.00;43.47;-0.00;0.11;0;0;-0.64;0;0;0;0;0;0;-0.00;0.57;0.28;0.00;0.02;43.36;0.02;-0.89;0;0;-0.70;0;0;0;0;0;0;0.01;0.09;0.53;0.00;-0.01;44.25;-0.20;7.36;0;0;-0.65;0;0;0;0;0;0;0.00;0.56;0.18;0.00;0.00;36.88;-0.07;2.52;0;0;-1.33;0;0;0;0;0;1;-0.00;0.30;0.53;-0.00;0.00;34.36;0.02;-0.73;0;0;-1.65;0;0;0;0;0;1;0.01;0.26;0.25;-0.02;0.01;50.85;-0.06;2.68;0;0;-1.29;0;0;0;0;0;1;-0.04;0.03;0.31;-0.00;-0.04;48.17;0.15;-8.64;0;0;-1.75;0;0;0;0;0;1;0.01;0.32;0.26;0.01;0.01;56.81;-0.03;1.74;0;0;0.18;0;0;0;0;0;0;-0.00;0.27;0.66;0.00;0.01;55.07;0.01;-0.31;0;0;-0.10;0;0;0;0;0;0;0.01;0.07;0.50;-0.02;-0.01;55.37;-0.04;2.15;0;0;-0.07;0;0;0;0;0;0;
2020.08.28 00:00;5;0;11526.9100;11330.3800;0.0047;0.0187;0.0173;0.0173;0.01;0.10;0.17;-0.00;0.01;40.40;-0.22;7.32;0;0;-0.85;0;0;0;0;0;0;-0.01;0.18;0.49;-0.02;-0.01;33.08;0.10;-3.86;0;0;-1.41;0;0;0;0;0;1;0.00;0.80;0.16;0.01;-0.00;36.95;-0.03;1.16;0;0;-1.11;0;0;0;0;0;1;-0.01;0.27;0.06;0.00;-0.00;35.78;0.12;-5.10;0;0;-1.29;0;0;0;0;0;1;0.00;0.10;0.63;-0.01;-0.00;40.88;-0.05;1.81;0;0;-0.85;0;0;0;0;0;0;-0.01;0.28;0.44;0.00;-0.01;48.38;0.05;-2.47;0;0;-1.71;0;0;0;0;0;1;0.01;0.26;0.25;-0.02;0.01;50.85;-0.06;2.68;0;0;-1.29;0;0;0;0;0;1;-0.04;0.03;0.31;-0.00;-0.04;48.17;0.15;-8.64;0;0;-1.75;0;0;0;0;0;1;0.01;0.32;0.26;0.01;0.01;56.81;-0.03;1.74;0;0;0.18;0;0;0;0;0;0;-0.00;0.27;0.66;0.00;0.01;55.07;0.01;-0.31;0;0;-0.10;0;0;0;0;0;0;
2020.08.29 00:00;6;0;11465.8400;11526.9000;0.0095;0.0046;-0.0053;-0.0053;0.00;0.11;0.52;-0.00;-0.00;54.16;-0.04;1.90;0;0;1.37;0;0;1;0;0;0;-0.00;0.17;0.44;0.00;0.01;52.26;0.04;-2.30;0;0;0.97;0;0;0;0;0;0;0.01;0.03;0.55;0.01;0.00;54.56;-0.07;3.68;0;0;1.07;0;0;1;0;0;0;0.01;0.02;0.21;0.00;-0.00;50.89;-0.15;6.72;0;0;0.37;0;0;0;0;0;0;-0.00;0.77;0.22;0.00;0.01;44.16;0.00;-0.03;0;0;-0.41;0;0;0;0;0;0;0.02;0.06;0.20;-0.00;0.01;52.13;-0.08;3.75;0;0;-0.75;0;0;0;0;0;0;-0.01;0.28;0.44;0.00;-0.01;48.38;0.05;-2.47;0;0;-1.71;0;0;0;0;0;1;0.01;0.26;0.25;-0.02;0.01;50.85;-0.06;2.68;0;0;-1.29;0;0;0;0;0;1;-0.04;0.03;0.31;-0.00;-0.04;48.17;0.15;-8.64;0;0;-1.75;0;0;0;0;0;1;0.01;0.32;0.26;0.01;0.01;56.81;-0.03;1.74;0;0;0.18;0;0;0;0;0;0;
2020.08.30 00:00;0;0;11711.1600;11465.8400;0.0007;0.0221;0.0214;0.0214;-0.00;0.17;0.10;-0.00;-0.00;48.91;0.08;-4.06;0;0;0.39;0;0;0;0;0;0;0.00;0.37;0.34;0.00;0.00;52.97;-0.03;1.40;0;0;1.12;0;0;1;0;0;0;0.00;0.18;0.17;-0.00;0.00;51.57;-0.08;3.66;0;0;0.97;0;0;0;0;0;0;-0.01;0.07;0.20;-0.00;-0.01;47.91;0.15;-8.14;0;0;0.41;0;0;0;0;0;0;0.00;0.22;0.22;0.00;0.00;56.05;-0.07;3.86;0;0;1.77;0;0;1;0;0;0;-0.01;0.33;0.30;0.00;0.01;50.89;0.02;-1.24;0;0;-0.99;0;0;0;0;0;0;0.02;0.06;0.20;-0.00;0.01;52.13;-0.08;3.75;0;0;-0.75;0;0;0;0;0;0;-0.01;0.28;0.44;0.00;-0.01;48.38;0.05;-2.47;0;0;-1.71;0;0;0;0;0;1;0.01;0.26;0.25;-0.02;0.01;50.85;-0.06;2.68;0;0;-1.29;0;0;0;0;0;1;-0.04;0.03;0.31;-0.00;-0.04;48.17;0.15;-8.64;0;0;-1.75;0;0;0;0;0;1;
2020.08.31 00:00;1;0;11649.5100;11711.1700;0.0121;0.0077;-0.0053;-0.0053;0.01;0.06;0.41;0.00;0.00;63.52;-0.07;3.97;0;0;1.87;0;0;1;0;0;0;0.00;0.40;0.34;0.00;0.00;59.55;-0.03;1.64;0;0;1.53;0;0;1;0;0;0;0.00;0.46;0.42;0.00;0.00;57.91;-0.01;0.80;0;0;1.46;0;0;1;0;0;0;0.00;0.15;0.69;-0.00;-0.00;57.11;-0.01;0.60;0;0;1.48;0;0;1;0;0;0;-0.00;0.23;0.45;-0.00;0.01;56.52;0.03;-1.46;0;0;1.52;0;0;1;0;0;0;0.02;0.03;0.03;0.01;0.00;55.47;-0.09;4.58;0;0;0.12;0;0;0;0;0;0;-0.01;0.33;0.30;0.00;0.01;50.89;0.02;-1.24;0;0;-0.99;0;0;0;0;0;0;0.02;0.06;0.20;-0.00;0.01;52.13;-0.08;3.75;0;0;-0.75;0;0;0;0;0;0;-0.01;0.28;0.44;0.00;-0.01;48.38;0.05;-2.47;0;0;-1.71;0;0;0;0;0;1;0.01;0.26;0.25;-0.02;0.01;50.85;-0.06;2.68;0;0;-1.29;0;0;0;0;0;1;
2020.09.01 00:00;2;0;11921.9700;11649.5100;0.0115;0.0345;0.0234;0.0234;-0.01;0.06;0.30;-0.00;-0.01;54.60;0.11;-6.51;0;0;0.73;0;0;0;0;0;0;-0.00;0.15;0.57;-0.00;0.00;61.11;0.03;-1.58;0;0;1.57;0;0;1;0;0;0;0.01;0.42;0.14;0.01;0.01;62.69;-0.06;3.51;0;0;1.87;0;0;1;0;0;0;0.01;0.21;0.35;0.00;-0.00;59.18;-0.07;3.93;0;0;1.40;0;0;1;0;0;0;-0.01;0.24;0.22;-0.00;-0.01;55.25;0.09;-5.28;0;0;0.87;0;0;0;0;0;0;-0.01;0.39;0.34;0.01;0.01;54.10;0.02;-1.36;0;0;-0.15;0;0;0;0;0;0;0.02;0.03;0.03;0.01;0.00;55.47;-0.09;4.58;0;0;0.12;0;0;0;0;0;0;-0.01;0.33;0.30;0.00;0.01;50.89;0.02;-1.24;0;0;-0.99;0;0;0;0;0;0;0.02;0.06;0.20;-0.00;0.01;52.13;-0.08;3.75;0;0;-0.75;0;0;0;0;0;0;-0.01;0.28;0.44;0.00;-0.01;48.38;0.05;-2.47;0;0;-1.71;0;0;0;0;0;1;
2020.09.02 00:00;3;0;11388.5400;11921.9700;0.0639;0.0027;-0.0447;-0.0447;-0.00;0.47;0.36;-0.00;-0.01;62.26;0.04;-2.39;0;0;1.46;0;0;1;0;0;0;-0.01;0.11;0.10;0.00;0.01;64.65;0.08;-5.81;0;0;1.86;0;0;1;0;0;0;0.01;0.02;0.29;0.01;-0.00;70.46;-0.10;6.20;1;0;2.70;0;1;0;0;0;0;-0.00;0.23;0.30;0.00;0.01;64.26;0.06;-4.29;0;0;2.02;0;1;0;0;0;0;0.02;0.06;0.07;0.02;0.01;68.55;-0.20;11.23;0;0;2.85;0;1;0;0;0;0;0.02;0.24;0.25;0.02;-0.00;58.91;-0.09;4.81;0;0;1.05;0;0;1;0;0;0;-0.01;0.39;0.34;0.01;0.01;54.10;0.02;-1.36;0;0;-0.15;0;0;0;0;0;0;0.02;0.03;0.03;0.01;0.00;55.47;-0.09;4.58;0;0;0.12;0;0;0;0;0;0;-0.01;0.33;0.30;0.00;0.01;50.89;0.02;-1.24;0;0;-0.99;0;0;0;0;0;0;0.02;0.06;0.20;-0.00;0.01;52.13;-0.08;3.75;0;0;-0.75;0;0;0;0;0;0;
2020.09.03 00:00;4;0;10140.8500;11388.5400;0.1254;0.0065;-0.1096;-0.1096;-0.00;0.36;0.63;0.00;0.01;38.63;0.00;-0.02;0;0;-1.60;0;0;0;0;0;1;0.01;0.07;0.57;-0.01;0.00;38.66;-0.09;3.15;0;0;-1.74;0;0;0;0;0;1;-0.01;0.23;0.49;-0.02;0.00;35.51;0.06;-2.31;0;0;-2.29;0;0;0;0;1;0;-0.03;0.04;0.42;-0.01;-0.05;37.82;0.25;-12.66;0;0;-2.01;0;0;0;0;1;0;-0.01;0.36;0.03;-0.00;-0.01;50.48;0.11;-6.24;0;0;0.03;0;0;0;0;0;0;-0.04;0.04;0.29;-0.01;-0.03;48.25;0.18;-10.66;0;0;-1.31;0;0;0;0;0;1;0.02;0.24;0.25;0.02;-0.00;58.91;-0.09;4.81;0;0;1.05;0;0;1;0;0;0;-0.01;0.39;0.34;0.01;0.01;54.10;0.02;-1.36;0;0;-0.15;0;0;0;0;0;0;0.02;0.03;0.03;0.01;0.00;55.47;-0.09;4.58;0;0;0.12;0;0;0;0;0;0;-0.01;0.33;0.30;0.00;0.01;50.89;0.02;-1.24;0;0;-0.99;0;0;0;0;0;0;
2020.09.04 00:00;5;0;10446.2500;10138.2900;0.0259;0.0482;0.0304;0.0304;-0.05;0.13;0.22;0.00;-0.06;16.80;0.28;-6.41;0;1;-2.90;0;0;0;0;1;0;0.00;0.40;0.55;-0.04;0.01;23.21;-0.03;0.63;0;1;-2.43;0;0;0;0;1;0;-0.05;0.05;0.27;-0.02;-0.06;22.59;0.33;-11.09;0;1;-3.04;0;0;0;1;0;0;-0.02;0.22;0.10;0.00;-0.00;33.67;0.16;-6.58;0;0;-1.92;0;0;0;0;0;1;0.00;0.11;0.61;-0.00;-0.01;40.25;-0.08;2.97;0;0;-1.28;0;0;0;0;0;1;-0.11;0.05;0.12;-0.04;-0.11;33.14;0.31;-15.11;0;0;-3.76;0;0;0;1;0;0;-0.04;0.04;0.29;-0.01;-0.03;48.25;0.18;-10.66;0;0;-1.31;0;0;0;0;0;1;0.02;0.24;0.25;0.02;-0.00;58.91;-0.09;4.81;0;0;1.05;0;0;1;0;0;0;-0.01;0.39;0.34;0.01;0.01;54.10;0.02;-1.36;0;0;-0.15;0;0;0;0;0;0;0.02;0.03;0.03;0.01;0.00;55.47;-0.09;4.58;0;0;0.12;0;0;0;0;0;0;
2020.09.05 00:00;6;0;10166.6900;10446.2500;0.0595;0.0114;-0.0268;-0.0268;-0.01;0.29;0.08;0.00;0.01;32.30;0.07;-2.49;0;0;-1.09;0;0;0;0;0;1;0.01;0.09;0.41;0.01;0.04;34.80;-0.21;5.99;0;0;-0.99;0;0;0;0;0;0;0.00;0.12;0.88;-0.00;-0.04;28.80;-0.00;0.10;0;1;-1.32;0;0;0;0;0;1;0.01;0.45;0.01;0.02;0.02;28.70;-0.23;5.29;0;1;-1.47;0;0;0;0;0;1;0.00;0.18;0.70;-0.00;0.00;23.41;-0.06;1.28;0;1;-1.86;0;0;0;0;0;1;0.03;0.24;0.35;-0.07;-0.01;38.24;-0.15;5.10;0;0;-2.42;0;0;0;0;1;0;-0.11;0.05;0.12;-0.04;-0.11;33.14;0.31;-15.11;0;0;-3.76;0;0;0;1;0;0;-0.04;0.04;0.29;-0.01;-0.03;48.25;0.18;-10.66;0;0;-1.31;0;0;0;0;0;1;0.02;0.24;0.25;0.02;-0.00;58.91;-0.09;4.81;0;0;1.05;0;0;1;0;0;0;-0.01;0.39;0.34;0.01;0.01;54.10;0.02;-1.36;0;0;-0.15;0;0;0;0;0;0;
2020.09.06 00:00;0;0;10256.2000;10166.6900;0.0169;0.0177;0.0088;0.0088;0.02;0.10;0.24;-0.01;0.01;33.37;-0.35;8.66;0;0;-1.03;0;0;0;0;0;1;-0.03;0.05;0.28;-0.00;-0.02;24.71;0.18;-5.51;0;1;-1.50;0;0;0;0;0;1;0.00;0.20;0.67;-0.01;-0.01;30.22;-0.08;2.27;0;0;-1.03;0;0;0;0;0;1;-0.02;0.00;0.36;-0.01;-0.02;27.95;0.11;-3.57;0;1;-1.19;0;0;0;0;0;1;-0.00;0.67;0.32;-0.01;-0.00;31.52;0.00;-0.03;0;0;-0.97;0;0;0;0;0;0;-0.03;0.16;0.46;-0.01;-0.01;35.57;0.07;-2.67;0;0;-2.44;0;0;0;0;1;0;0.03;0.24;0.35;-0.07;-0.01;38.24;-0.15;5.10;0;0;-2.42;0;0;0;0;1;0;-0.11;0.05;0.12;-0.04;-0.11;33.14;0.31;-15.11;0;0;-3.76;0;0;0;1;0;0;-0.04;0.04;0.29;-0.01;-0.03;48.25;0.18;-10.66;0;0;-1.31;0;0;0;0;0;1;0.02;0.24;0.25;0.02;-0.00;58.91;-0.09;4.81;0;0;1.05;0;0;1;0;0;0;
2020.09.07 00:00;1;0;10373.4400;10255.8900;0.0371;0.0151;0.0115;0.0115;-0.00;0.53;0.46;0.01;0.00;38.79;0.00;-0.06;0;0;-0.41;0;0;0;0;0;0;0.01;0.16;0.23;-0.00;0.00;38.85;-0.10;3.62;0;0;-0.46;0;0;0;0;0;0;-0.01;0.19;0.30;0.00;-0.00;35.23;0.06;-2.26;0;0;-0.75;0;0;0;0;0;0;0.00;0.16;0.54;0.00;0.02;37.49;-0.04;1.47;0;0;-0.59;0;0;0;0;0;0;0.01;0.08;0.66;0.00;-0.01;36.02;-0.08;2.70;0;0;-0.74;0;0;0;0;0;0;0.01;0.26;0.49;-0.02;0.02;37.08;-0.04;1.52;0;0;-1.96;0;0;0;0;0;1;-0.03;0.16;0.46;-0.01;-0.01;35.57;0.07;-2.67;0;0;-2.44;0;0;0;0;1;0;0.03;0.24;0.35;-0.07;-0.01;38.24;-0.15;5.10;0;0;-2.42;0;0;0;0;1;0;-0.11;0.05;0.12;-0.04;-0.11;33.14;0.31;-15.11;0;0;-3.76;0;0;0;1;0;0;-0.04;0.04;0.29;-0.01;-0.03;48.25;0.18;-10.66;0;0;-1.31;0;0;0;0;0;1;
2020.09.08 00:00;2;0;10126.6500;10373.4500;0.0505;0.0062;-0.0238;-0.0238;0.02;0.11;0.19;0.02;-0.00;48.39;-0.25;9.81;0;0;0.80;0;0;0;0;0;0;0.00;0.77;0.19;0.01;0.03;38.58;-0.01;0.22;0;0;-0.73;0;0;0;0;0;0;0.01;0.08;0.52;-0.00;-0.01;38.36;-0.18;5.79;0;0;-0.81;0;0;0;0;0;0;-0.01;0.37;0.17;-0.01;-0.01;32.57;0.06;-2.25;0;0;-1.64;0;0;0;0;0;1;-0.01;0.20;0.32;-0.01;-0.01;34.82;0.07;-2.49;0;0;-1.11;0;0;0;0;0;1;0.01;0.07;0.71;0.01;-0.01;39.11;-0.05;2.02;0;0;-1.57;0;0;0;0;0;1;0.01;0.26;0.49;-0.02;0.02;37.08;-0.04;1.52;0;0;-1.96;0;0;0;0;0;1;-0.03;0.16;0.46;-0.01;-0.01;35.57;0.07;-2.67;0;0;-2.44;0;0;0;0;1;0;0.03;0.24;0.35;-0.07;-0.01;38.24;-0.15;5.10;0;0;-2.42;0;0;0;0;1;0;-0.11;0.05;0.12;-0.04;-0.11;33.14;0.31;-15.11;0;0;-3.76;0;0;0;1;0;0;
2020.09.09 00:00;3;0;10219.2000;10126.6600;0.0144;0.0214;0.0091;0.0091;0.01;0.25;0.38;0.00;-0.01;43.63;-0.14;5.43;0;0;-0.41;0;0;0;0;0;0;-0.01;0.30;0.24;0.00;0.00;38.19;0.07;-2.92;0;0;-1.63;0;0;0;0;0;1;0.01;0.24;0.26;-0.02;-0.00;41.11;-0.13;4.87;0;0;-0.87;0;0;0;0;0;0;-0.03;0.17;0.13;0.00;-0.03;36.24;0.19;-8.33;0;0;-1.85;0;0;0;0;0;1;-0.00;0.16;0.45;-0.01;-0.01;44.57;0.03;-1.33;0;0;0.15;0;0;0;0;0;0;-0.02;0.11;0.47;0.00;-0.00;36.45;0.07;-2.66;0;0;-1.77;0;0;0;0;0;1;0.01;0.07;0.71;0.01;-0.01;39.11;-0.05;2.02;0;0;-1.57;0;0;0;0;0;1;0.01;0.26;0.49;-0.02;0.02;37.08;-0.04;1.52;0;0;-1.96;0;0;0;0;0;1;-0.03;0.16;0.46;-0.01;-0.01;35.57;0.07;-2.67;0;0;-2.44;0;0;0;0;1;0;0.03;0.24;0.35;-0.07;-0.01;38.24;-0.15;5.10;0;0;-2.42;0;0;0;0;1;0;
2020.09.10 00:00;4;0;10336.8700;10219.2900;0.0145;0.0258;0.0115;0.0115;-0.01;0.17;0.38;-0.00;-0.00;47.86;0.04;-2.20;0;0;0.40;0;0;0;0;0;0;0.00;0.46;0.32;0.01;0.00;50.06;-0.02;1.16;0;0;0.95;0;0;0;0;0;0;0.00;0.30;0.48;0.00;0.00;48.90;-0.02;0.91;0;0;0.72;0;0;0;0;0;0;0.00;0.40;0.37;0.01;0.01;47.99;-0.02;1.11;0;0;0.52;0;0;0;0;0;0;0.02;0.04;0.12;0.00;0.00;46.88;-0.15;6.10;0;0;0.30;0;0;0;0;0;0;0.01;0.34;0.40;-0.01;0.01;38.15;-0.05;1.70;0;0;-1.46;0;0;0;0;0;1;-0.02;0.11;0.47;0.00;-0.00;36.45;0.07;-2.66;0;0;-1.77;0;0;0;0;0;1;0.01;0.07;0.71;0.01;-0.01;39.11;-0.05;2.02;0;0;-1.57;0;0;0;0;0;1;0.01;0.26;0.49;-0.02;0.02;37.08;-0.04;1.52;0;0;-1.96;0;0;0;0;0;1;-0.03;0.16;0.46;-0.01;-0.01;35.57;0.07;-2.67;0;0;-2.44;0;0;0;0;1;0;
2020.09.11 00:00;5;0;10387.8900;10336.8600;0.0132;0.0059;0.0049;0.0049;0.01;0.20;0.08;-0.01;0.00;51.85;-0.05;2.54;0;0;1.03;0;0;1;0;0;0;-0.01;0.15;0.10;-0.00;-0.00;49.31;0.11;-5.81;0;0;0.58;0;0;0;0;0;0;0.01;0.35;0.05;0.02;0.01;55.12;-0.09;4.56;0;0;1.80;0;0;1;0;0;0;0.00;0.31;0.49;-0.01;-0.00;50.56;-0.01;0.67;0;0;0.92;0;0;0;0;0;0;-0.01;0.28;0.15;0.00;0.02;49.88;0.07;-3.76;0;0;0.79;0;0;0;0;0;0;0.01;0.36;0.36;0.01;0.01;40.33;-0.06;2.18;0;0;-1.16;0;0;0;0;0;1;0.01;0.34;0.40;-0.01;0.01;38.15;-0.05;1.70;0;0;-1.46;0;0;0;0;0;1;-0.02;0.11;0.47;0.00;-0.00;36.45;0.07;-2.66;0;0;-1.77;0;0;0;0;0;1;0.01;0.07;0.71;0.01;-0.01;39.11;-0.05;2.02;0;0;-1.57;0;0;0;0;0;1;0.01;0.26;0.49;-0.02;0.02;37.08;-0.04;1.52;0;0;-1.96;0;0;0;0;0;1;
2020.09.12 00:00;6;0;10440.9200;10387.8900;0.0114;0.0087;0.0051;0.0051;0.01;0.11;0.19;0.01;0.00;54.58;-0.05;2.84;0;0;1.32;0;0;1;0;0;0;0.00;0.28;0.66;0.00;0.00;51.73;-0.00;0.19;0;0;0.85;0;0;0;0;0;0;0.01;0.16;0.03;-0.00;0.00;51.54;-0.06;2.84;0;0;0.83;0;0;0;0;0;0;-0.00;0.87;0.03;0.00;0.00;48.70;0.01;-0.33;0;0;0.21;0;0;0;0;0;0;0.00;0.34;0.23;-0.01;-0.00;49.03;-0.03;1.62;0;0;0.32;0;0;0;0;0;0;0.00;0.05;0.69;-0.01;0.01;41.29;-0.02;0.97;0;0;-0.99;0;0;0;0;0;0;0.01;0.36;0.36;0.01;0.01;40.33;-0.06;2.18;0;0;-1.16;0;0;0;0;0;1;0.01;0.34;0.40;-0.01;0.01;38.15;-0.05;1.70;0;0;-1.46;0;0;0;0;0;1;-0.02;0.11;0.47;0.00;-0.00;36.45;0.07;-2.66;0;0;-1.77;0;0;0;0;0;1;0.01;0.07;0.71;0.01;-0.01;39.11;-0.05;2.02;0;0;-1.57;0;0;0;0;0;1;
